Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street
190316211,6/29/19,1620,3,Southwest,318,32,M,H,,,I,41.18(A)LAM,,1300 W  25TH                         ST,
190214003,6/29/19,1250,2,Rampart,245,64,M,H,,,I,63.44B24LAM,,2200 W  6TH                          ST,
190213979,6/29/19,1615,2,Rampart,257,18,M,H,,,I,41.27(C)LAM,,500    UNION                        DR,
191112833,6/29/19,1020,11,Northeast,1183,57,F,H,,,M,11377,,GLENDALE,EFFIE
191912979,6/29/19,100,19,Mission,1984,19,M,H,,,M,25620ABP,,PARTHENIA,KESTER
191912977,6/29/19,105,19,Mission,1984,19,M,H,,,M,25620ABP,,PARTHENIA,KESTER
191912976,6/29/19,115,19,Mission,1984,30,M,H,,,M,25620ABP,,PARTHENIA,KESTER
191912980,6/29/19,1730,19,Mission,1984,18,M,H,,,M,25620ABP,,RAYEN,KESTER
190117268,6/29/19,1715,1,Central,163,59,M,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH                          ST,HOPE                         ST
190117333,6/29/19,2045,1,Central,156,55,M,B,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,5TH                          ST,SAN JULIAN
190117334,6/29/19,2120,1,Central,156,41,M,B,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,5TH                          ST,SAN JULIAN
190117335,6/29/19,2150,1,Central,157,50,F,B,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,500 E  5TH                          ST,
190117337,6/29/19,2315,1,Central,156,44,M,B,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,500    SAN JULIAN                   ST,
190117343,6/29/19,1430,1,Central,158,54,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,7TH                          ST,KOHLER
190213871,6/29/19,1245,2,Rampart,246,31,M,W,16,Narcotic Drug Laws,M,11364(A)HS,POSS DEVICE/INSTRUMT/PARAPHERNALIA,600 S  ALVARADO                     ST,
190213964,6/29/19,1700,2,Rampart,245,34,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,ALVARADO,MARYLAND
190213965,6/29/19,1500,2,Rampart,266,43,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,WESTLAKE,JAMES M WOOD
190213966,6/29/19,1540,2,Rampart,256,43,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,600    LITTLE                       ST,
190213967,6/29/19,1350,2,Rampart,245,35,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,7TH,PARK VIEW
190213968,6/29/19,1335,2,Rampart,265,55,M,H,18,Drunkeness,M,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,ALVARADO,8TH
190213969,6/29/19,1335,2,Rampart,265,41,M,H,18,Drunkeness,M,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,800 S  ALVARADO                     ST,
190213970,6/29/19,1600,2,Rampart,265,47,M,H,18,Drunkeness,M,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,8TH,ALVARADO
190213971,6/29/19,1405,2,Rampart,246,25,M,H,18,Drunkeness,M,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,6TH,WESTLAKE
190213972,6/29/19,1715,2,Rampart,256,42,M,H,18,Drunkeness,M,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,600 S  BURLINGTON                   AV,
190213973,6/29/19,1710,2,Rampart,256,41,M,H,18,Drunkeness,M,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,600 S  BURLINGTON                   AV,
190214108,6/29/19,1230,2,Rampart,269,24,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,700 S  BIXEL                        ST,
190214109,6/29/19,1230,2,Rampart,269,26,F,W,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,700 S  BIXEL                        ST,
190214293,6/29/19,2120,2,Rampart,257,56,M,H,18,Drunkeness,M,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,6TH,UNION
190214294,6/29/19,2050,2,Rampart,245,34,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,WILSHIRE,PARK VIEW
190214295,6/29/19,2035,2,Rampart,261,43,M,W,18,Drunkeness,M,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,GRAND VIEW,JAMES M WOOD
190315832,6/29/19,1630,3,Southwest,318,45,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1300 W  25TH                         ST,
190315833,6/29/19,1830,3,Southwest,318,51,M,H,24,Miscellaneous Other Violations,M,41.18LAMC,LOITERING (GENERALLY),1300 W  25TH                         ST,
190315834,6/29/19,1630,3,Southwest,318,47,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1300 W  25TH                         ST,
190316212,6/29/19,1620,3,Southwest,318,36,F,H,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,1300 W  25TH                         ST,
190316214,6/29/19,1620,3,Southwest,318,56,M,H,20,Disorderly Conduct,M,41.18(A)LAM,LOITER/OBSTRUCT STREET/SIDEWALK/ETC****,1300 W  25TH                         ST,
190400970,6/29/19,1045,4,Hollenbeck,443,41,F,H,16,Narcotic Drug Laws,M,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,1700    ZONAL                        AV,
190511992,6/29/19,1040,5,Harbor,521,35,M,B,24,Miscellaneous Other Violations,M,602(N)PC,REFUSE TO LEAVE PRIVATE PROPERTY,600 W  CHANNEL                      ST,
190614719,6/29/19,230,6,Hollywood,636,23,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,SUNSET                       BL,EL CENTRO                    AV
190614721,6/29/19,110,6,Hollywood,657,27,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,SANTA MONICA,WESTERN
190614722,6/29/19,230,6,Hollywood,666,23,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,SUNSET,EL CENTRO
190614724,6/29/19,1525,6,Hollywood,678,33,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,900 N  HOBART                       BL,
190614969,6/29/19,1400,6,Hollywood,678,44,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,LEMON GROVE,HOBART
190614970,6/29/19,1400,6,Hollywood,678,21,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,LEMON GROVE,HOBART
190614971,6/29/19,1400,6,Hollywood,678,36,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,LEMON GROVE,HOBART
190614972,6/29/19,1400,6,Hollywood,678,27,M,B,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,LEMON GROVE,HOBART
190614973,6/29/19,1415,6,Hollywood,678,28,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,LEMON GROVE,HOBART
190614974,6/29/19,1415,6,Hollywood,678,25,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,LEMON GROVE,HOBART
190614975,6/29/19,1400,6,Hollywood,678,26,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,LEMON GROVE,HOBART
190614976,6/29/19,1400,6,Hollywood,678,45,M,H,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,LEMON GROVE,HOBART
191112820,6/29/19,935,11,Northeast,1169,40,M,H,16,Narcotic Drug Laws,M,11364(A)HS,POSS DEVICE/INSTRUMT/PARAPHERNALIA,AVENUE 52,ECHO
191112822,6/29/19,1000,11,Northeast,1181,49,M,W,16,Narcotic Drug Laws,M,11364(A)HS,POSS DEVICE/INSTRUMT/PARAPHERNALIA,GLENDALE,RESERVOIR
191112825,6/29/19,1040,11,Northeast,1183,40,M,H,16,Narcotic Drug Laws,M,11377HS,POSSESSION CONTROLLED SUBSTANCE,AARON,ALVARADO
191112828,6/29/19,1100,11,Northeast,1142,57,M,B,16,Narcotic Drug Laws,M,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,HILLHURST,HOLLYWOOD
191112830,6/29/19,910,11,Northeast,1128,58,M,H,16,Narcotic Drug Laws,M,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,YORK,AVENUE 63
191112831,6/29/19,905,11,Northeast,1128,46,M,W,16,Narcotic Drug Laws,M,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,GARVANZA,AVENUE 64
191112837,6/29/19,900,11,Northeast,1128,48,F,W,16,Narcotic Drug Laws,M,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,GARVANZA,AVENUE 64
191415075,6/29/19,715,14,Pacific,1496,44,M,H,24,Miscellaneous Other Violations,M,71.02LAMC,HIRE VEH W/O LIC,AIRPORT,96TH
191415076,6/29/19,720,14,Pacific,1496,33,F,W,24,Miscellaneous Other Violations,M,71.02LAMC,HIRE VEH W/O LIC,98TH,AIRPORT
191415078,6/29/19,740,14,Pacific,1496,50,F,H,24,Miscellaneous Other Violations,M,71.02LAMC,HIRE VEH W/O LIC,96TH,AIRPORT
191415079,6/29/19,815,14,Pacific,1496,60,F,B,24,Miscellaneous Other Violations,M,71.02LAMC,HIRE VEH W/O LIC,96TH,AIRPORT
191415080,6/29/19,820,14,Pacific,1496,33,M,B,24,Miscellaneous Other Violations,M,71.02LAMC,HIRE VEH W/O LIC,96TH,AIRPORT
191415081,6/29/19,915,14,Pacific,1496,72,F,W,24,Miscellaneous Other Violations,M,71.02LAMC,HIRE VEH W/O LIC,98TH,AVION
191415082,6/29/19,935,14,Pacific,1496,51,F,B,24,Miscellaneous Other Violations,M,71.02LAMC,HIRE VEH W/O LIC,98TH,AVION
191415083,6/29/19,955,14,Pacific,1477,72,M,W,24,Miscellaneous Other Violations,M,71.02LAMC,HIRE VEH W/O LIC,SEPULVEDA,MANCHESTER
191415175,6/29/19,1250,14,Pacific,1451,49,M,W,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,OCEAN FRONT                  WK,MARKET
191415176,6/29/19,2030,14,Pacific,1411,27,M,H,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,PACIFIC,PALOMA                       CT
191500955,6/29/19,1100,15,N Hollywood,1524,24,M,W,16,Narcotic Drug Laws,M,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,SAINT CLAIR,HAMLIN
191500957,6/29/19,1445,15,N Hollywood,1555,31,M,W,16,Narcotic Drug Laws,M,11364(A)HS,POSS DEVICE/INSTRUMT/PARAPHERNALIA,MAGNOLIA                     BL,LANKERSHIM                   BL
191513302,6/29/19,1440,15,N Hollywood,1516,33,M,H,16,Narcotic Drug Laws,M,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,ARCHWOOD,IRVINE
191610992,6/29/19,25,16,Foothill,1681,36,M,H,24,Miscellaneous Other Violations,M,602.5(A)PC,UNAUTHORIZED ENTRY NONCOMMERCIAL DWELLNG,8300    BELLINGHAM                   AV,
191712256,6/29/19,1650,17,Devonshire,1764,17,F,H,6,Larceny,M,490.1(A)PC,PETTY THEFT LESS THAN $50,9300    TAMPA                        AV,
191712258,6/29/19,1700,17,Devonshire,1764,16,F,H,6,Larceny,M,490.1(A)PC,PETTY THEFT LESS THAN $50,9300    TAMPA                        AV,
191912978,6/29/19,1300,19,Mission,1984,27,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,PARTHENIA,KESTER
191915261,6/29/19,100,19,Mission,1984,17,M,H,17,Liquor Laws,M,25662BP,MINOR POSSESS ALCOHOL,KESTER,PARTHENIA
191915262,6/29/19,1735,19,Mission,1984,17,M,H,17,Liquor Laws,M,25662BP,MINOR POSSESS ALCOHOL,RAYEN,KESTER
192013866,6/29/19,1845,20,Olympic,2081,69,M,B,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,MANHATTAN                    PL,WASHINGTON                   BL
192013867,6/29/19,1500,20,Olympic,2073,55,M,B,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,WESTERN                      AV,15TH                         ST
192112124,6/29/19,1200,21,Topanga,2126,38,F,H,24,Miscellaneous Other Violations,M,602(K)PC,TRESPASSING LANDS UNDER CULTIVATION,21300    SATICOY                      ST,
190213996,6/29/19,1635,2,Rampart,265,51,M,H,24,Miscellaneous Other Violations,I,56.11(10)BL,REFUSE TO TAKE DOWN TENT BTWN 0600 2100,LAKE,8TH
190213997,6/29/19,1630,2,Rampart,265,49,M,H,24,Miscellaneous Other Violations,I,56.11(10)BL,REFUSE TO TAKE DOWN TENT BTWN 0600 2100,LAKE,8TH
190315831,6/29/19,1840,3,Southwest,335,32,M,B,18,Drunkeness,M,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,3100    8TH                          AV,
5674030,6/29/19,1850,12,77th Street,1258,41,M,H,24,Miscellaneous Other Violations,F,594(B)(1)PC,VANDALISM W/LOSS VALUED EQ OR > $400,7600 S  BROADWAY,
5674351,6/29/19,2320,4,Hollenbeck,437,55,M,H,5,Burglary,F,459PC,BURGLARY,2000 N  DITMAN                       AV,
5674124,6/29/19,2300,20,Olympic,2015,22,M,H,3,Robbery,F,211PC,ROBBERY,3900 W  1ST                          ST,
5673576,6/29/19,730,2,Rampart,221,37,M,B,6,Larceny,F,487(A)PC,GRAND THEFT MONEY/PROPERTY > $400,300 N  VERMONT                      AV,
5673706,6/29/19,1145,7,Wilshire,711,39,M,B,4,Aggravated Assault,F,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,ALFRED                       ST,BEVERLY                      BL
191500956,6/29/19,1100,15,N Hollywood,1524,31,F,H,16,Narcotic Drug Laws,M,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,SAINT CLAIR,HAMLIN
5476674,6/30/19,1405,18,Southeast,1844,53,F,B,3,Robbery,F,211PC,ROBBERY,11100    AVALON                       BL,
190411730,6/30/19,1200,4,Hollenbeck,466,32,M,H,,,M,25620B&P,,2800 E  1ST                          ST,
190213963,6/30/19,1200,2,Rampart,245,24,M,H,,,M,308A1PC,,2100 W  6TH                          ST,
190614717,6/30/19,315,6,Hollywood,645,19,M,B,,,M,85.07BLAMC,,HIGHLAND,HOLLYWOOD                    BL
190214041,6/30/19,1358,2,Rampart,203,42,M,H,,,M,57.5608.1.2,,4200    MONROE                       ST,
191112869,6/30/19,1740,11,Northeast,1143,27,F,W,,,M,490.2,,2700    HYPERION                     AV,
190213960,6/30/19,1225,2,Rampart,205,42,M,W,,,M,308A1PC,,2800 W  SUNSET                       BL,
190411732,6/30/19,1330,4,Hollenbeck,455,29,M,H,,,M,11377(A)H&S,,BARLOW                       ST,SOTO                         ST
190316215,6/30/19,1045,3,Southwest,396,40,M,H,,,I,41.27(C)LAM,,43RD                         PL,VERMONT                      AV
190411731,6/30/19,1200,4,Hollenbeck,466,63,M,H,,,M,25620B&P,,2800 E  1ST                          ST,
191913703,6/30/19,1545,19,Mission,1981,23,F,H,,,I,41.24(A)LAM,,8800 N  SEPULVEDA                    BL,
191712255,6/30/19,1500,17,Devonshire,1701,51,M,H,,,M,25620(A)BP,,TAMPA,RINALDI
5445644,6/30/19,300,16,Foothill,1687,25,M,H,22,Driving Under Influence,M,23152(G)VC,DUI OF COMBINED DRUG & ALCOHOL INFLUENCE,CANTARA,VINELAND
190117344,6/30/19,1300,1,Central,158,58,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,6TH                          ST,GLADYS
190315883,6/30/19,1555,3,Southwest,314,27,M,H,16,Narcotic Drug Laws,M,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,4TH                          AV,N  25TH                         ST
190400974,6/30/19,1215,4,Hollenbeck,415,50,M,H,16,Narcotic Drug Laws,M,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,2400    DALY                         ST,
190400976,6/30/19,1315,4,Hollenbeck,421,39,M,H,16,Narcotic Drug Laws,M,11364(A)HS,POSS DEVICE/INSTRUMT/PARAPHERNALIA,2300    DALY                         ST,
190400982,6/30/19,1330,4,Hollenbeck,455,29,M,H,16,Narcotic Drug Laws,M,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,BARLOW                       ST,SOTO                         ST
190614731,6/30/19,50,6,Hollywood,647,25,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,5900    CARLTON                      WY,
190614732,6/30/19,50,6,Hollywood,647,20,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,5900    CARLTON                      WY,
190614980,6/30/19,2250,6,Hollywood,668,53,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,SAINT ANDREWS,DE LONGPRE
190614981,6/30/19,1650,6,Hollywood,668,59,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,SAINT ANDREWS                PL,DE LONGPRE                   AV
190614982,6/30/19,1650,6,Hollywood,668,56,M,H,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,SAINT ANDREWS,DE LONGPRE
190913096,6/30/19,2340,9,Van Nuys,911,46,M,H,13,Prostitution/Allied,M,647(B)(2)PC,ENGAGE/SOLICIT SEX FOR MONEY/ETC,SEPULVEDA,BASSETT
190913098,6/30/19,2145,9,Van Nuys,911,22,M,H,13,Prostitution/Allied,M,647(B)(2)PC,ENGAGE/SOLICIT SEX FOR MONEY/ETC,SEPULVEDA,BASSETT
190913099,6/30/19,2210,9,Van Nuys,911,25,M,H,13,Prostitution/Allied,M,647(B)(2)PC,ENGAGE/SOLICIT SEX FOR MONEY/ETC,SEPULVEDA,BASSETT
190913100,6/30/19,115,9,Van Nuys,904,19,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,SEPULVEDA,VALERIO
190913102,6/30/19,2240,9,Van Nuys,904,30,M,H,13,Prostitution/Allied,M,647(B)(2)PC,ENGAGE/SOLICIT SEX FOR MONEY/ETC,WYANDOTTE,SEPULVEDA
191011695,6/30/19,1,10,West Valley,1028,33,M,W,16,Narcotic Drug Laws,M,11377HS,POSSESSION CONTROLLED SUBSTANCE,16800    SHERMAN                      WY,
191112862,6/30/19,140,11,Northeast,1113,21,F,H,6,Larceny,M,459.5PC,SHOPLIFTING,2600    COLORADO                     BL,
191113222,6/30/19,1110,11,Northeast,1148,23,M,H,18,Drunkeness,I,41.27CLAMC,DRINKING IN PUBLIC,MONTE VISTA,AVENUE 49
191316238,6/30/19,500,13,Newton,1372,22,F,H,20,Disorderly Conduct,M,381(B)PC,POSSESS/ETC SUBSTANCE SIMILAR TO TOLUENE,200 E  54TH                         ST,
191316240,6/30/19,500,13,Newton,1372,39,M,H,20,Disorderly Conduct,M,381(B)PC,POSSESS/ETC SUBSTANCE SIMILAR TO TOLUENE,200 E  54TH                         ST,
191415177,6/30/19,40,14,Pacific,1431,36,M,W,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,CLUBHOUSE,OCEAN FRONT                  WK
191415705,6/30/19,1330,14,Pacific,1412,37,M,H,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,SUNSET,OCEAN FRONT                  WK
191712309,6/30/19,1355,17,Devonshire,1764,57,F,W,6,Larceny,M,459.5PC,SHOPLIFTING,9300    TAMPA                        AV,
191712313,6/30/19,1355,17,Devonshire,1764,30,F,W,6,Larceny,M,459.5PC,SHOPLIFTING,9300    TAMPA                        AV,
192013431,6/30/19,2000,20,Olympic,2088,28,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,1800 S  WESTMORELAND                 AV,
192112174,6/30/19,2005,21,Topanga,2156,31,M,W,16,Narcotic Drug Laws,M,11377HS,POSSESSION CONTROLLED SUBSTANCE,ALABAMA,VANOWEN
190117425,6/30/19,1845,1,Central,163,41,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,7TH,HOPE
190117426,6/30/19,2105,1,Central,111,61,M,H,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,CESAR E CHAVEZ,MAIN
190315937,6/30/19,1605,3,Southwest,356,25,M,H,,,I,41.18DLAMC,,S  37TH                         PL,W  NORMANDIE
190315938,6/30/19,1605,3,Southwest,356,26,M,H,,,I,41.18DLAMC,,S  37TH                         PL,W  NORMANDIE
190316100,6/30/19,520,3,Southwest,326,20,M,H,,,M,25620(A)BP,,2700    HALLDALE                     AV,
5476658,6/30/19,1300,18,Southeast,1801,2,F,B,26,Non-Criminal Detention,D,300(J)WI,PROT CUST/ENDANGER SIBLINGS/UNFIT HOME,8600    DENVER                       AV,
5476657,6/30/19,1300,18,Southeast,1801,0,F,B,,,D,300(A)WI,,8600    DENVER                       AV,
5674936,6/30/19,2208,3,Southwest,375,29,F,B,4,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",3900 S  SAINT ANDREWS                PL,
5674836,6/30/19,1730,7,Wilshire,752,27,M,H,7,Vehicle Theft,F,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,PACKARD                      ST,FAIRFAX                      AV
192013425,6/30/19,2215,20,Olympic,2017,19,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,100 S  BERENDO                      ST,
5674373,6/30/19,430,3,Southwest,328,24,M,H,7,Vehicle Theft,F,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,28TH,FIGUEROA
5674375,6/30/19,430,3,Southwest,328,21,M,H,7,Vehicle Theft,F,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,28TH,FIGUEROA
192013430,6/30/19,1955,20,Olympic,2088,28,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,1800 S  WESTMORELAND                 AV,
191415560,7/1/19,1010,14,Pacific,1431,26,M,H,,,M,41.27(A)LAM,,OCEAN FRONT                  WK,HORIZON
190117424,7/1/19,1640,1,Central,155,45,F,B,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,5TH,SAN PEDRO
191415557,7/1/19,1910,14,Pacific,1411,21,M,W,,,M,63.44(E)LAM,,OCEAN FRONT                  WK,DUDLEY
191415558,7/1/19,650,14,Pacific,1411,52,M,B,,,I,63.44(I)(9),,OCEAN FRONT                  WK,DUDLEY
191415559,7/1/19,1010,14,Pacific,1431,28,M,H,,,M,41.27(A)LAM,,OCEAN FRONT                  WK,HORIZON
190411734,7/1/19,1620,4,Hollenbeck,466,63,M,H,,,I,25620B&P,,SAVANNAH,1ST                          ST
192112639,7/1/19,1935,21,Topanga,2158,34,F,H,,,M,53.06LAMC,,VARIEL,ERWIN
190117388,7/1/19,1615,1,Central,153,35,F,H,24,Miscellaneous Other Violations,M,308(A)PC,GIVE TOBACCO/SMOKG PARAPHERNALIA MINR <18,500 S  BROADWAY,
190117389,7/1/19,1650,1,Central,192,50,F,B,24,Miscellaneous Other Violations,M,308(A)PC,GIVE TOBACCO/SMOKG PARAPHERNALIA MINR <18,1300 S  FIGUEROA                     ST,
190117435,7/1/19,1915,1,Central,111,52,M,B,17,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,CESAR E CHAVEZ,BROADWAY
190117839,7/1/19,1720,1,Central,165,55,M,B,20,Disorderly Conduct,M,41.18ALAMC,LOITER/OBSTRUCT STREET/SIDEWALK/ETC,7TH,BROADWAY
190118291,7/1/19,2250,1,Central,182,54,M,B,17,Liquor Laws,I,25620ABP,DRINKING ALCOHOL*******,GRAND,OLYMPIC
190614711,7/1/19,2030,6,Hollywood,666,48,M,W,16,Narcotic Drug Laws,M,11364(A)HS,POSS DEVICE/INSTRUMT/PARAPHERNALIA,EL CENTRO,LELAND                       WY
190614712,7/1/19,2030,6,Hollywood,666,35,M,B,16,Narcotic Drug Laws,M,11364(A)HS,POSS DEVICE/INSTRUMT/PARAPHERNALIA,EL CENTRO,LELAND                       WY
190614983,7/1/19,800,6,Hollywood,637,61,M,W,20,Disorderly Conduct,M,41.18DLAMC,SIT/LIE/SLEEP SIDEWALK OR STREET,GOWER                        ST,YUCCA
190713091,7/1/19,1,7,Wilshire,711,31,F,H,6,Larceny,M,459.5PC,SHOPLIFTING,8400    BEVERLY                      BL,
190713092,7/1/19,1920,7,Wilshire,711,39,F,H,6,Larceny,M,459.5PC,SHOPLIFTING,8400    BEVERLY                      BL,
190812085,7/1/19,720,8,West LA,859,61,M,W,18,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,LA CIENEGA                   BL,CASHIO                       AV
190913155,7/1/19,1750,9,Van Nuys,964,26,M,W,6,Larceny,M,459.5PC,SHOPLIFTING,14000    RIVERSIDE                    DR,
190913158,7/1/19,1000,9,Van Nuys,926,46,M,H,15,Against Family/Child,M,273.6(A)PC,DISOBEY DOMESTIC RELATIONS COURT ORDER,6700    WOODMAN                      AV,
190913491,7/1/19,2350,9,Van Nuys,904,22,M,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,SEPULVEDA                    BL,WYANDOTTE                    ST
191415238,7/1/19,1805,14,Pacific,1494,56,M,W,16,Narcotic Drug Laws,M,11350(A)HS,POSSESSION OF CONTROLLED SUBSTANCE,300    WORLD WAY                    WY,
191415561,7/1/19,1305,14,Pacific,1452,23,M,H,17,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,WASHINGTON,OCEAN FRONT                  WK
191712253,7/1/19,2020,17,Devonshire,1735,47,F,H,6,Larceny,M,459.5PC,SHOPLIFTING,18000    CHATSWORTH                   ST,
191815179,7/1/19,1525,18,Southeast,1849,50,M,B,16,Narcotic Drug Laws,M,11350HS,POSSESS CONTROLLED SUBSTANCE,114TH                        ST,GRAPE                        ST
192013025,7/1/19,145,20,Olympic,2069,25,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,PICO,VERMONT
192013421,7/1/19,30,20,Olympic,2017,20,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,200 S  BERENDO                      ST,
5675814,7/1/19,1905,12,77th Street,1248,34,M,H,16,Narcotic Drug Laws,M,11357(C)HS,POSSESS LESS THAN 28.5 GRAMS OF MARIJUANA,69TH                         ST,MENLO
190117423,7/1/19,1650,1,Central,156,61,M,B,24,Miscellaneous Other Violations,M,56.11(10)BL,REFUSE TO TAKE DOWN TENT BTWN 0600 2100,5TH,SAN PEDRO
190411735,7/1/19,1400,4,Hollenbeck,467,55,M,H,,,M,25620(A)BP,,1ST                          ST,MOTT                         ST
191314292,7/1/19,1500,13,Newton,1307,60,M,B,,,M,25620(A)BP,,7TH,KOHLER
191314293,7/1/19,1455,13,Newton,1307,57,M,B,,,M,25620(A)BP,,7TH,KOHLER
5675097,7/1/19,350,9,Van Nuys,946,11,M,W,,,D,300(B)WI,,13800    BURBANK                      BL,
192013424,7/1/19,1,20,Olympic,2017,21,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,EDGEMONT,BEVERLY
192013432,7/1/19,45,20,Olympic,2017,23,M,H,18,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC***,200 S  BERENDO                      ST,
